transaction_id,customer_id,transaction_date,merchant_category,gross_amount,city,payment_mode,status,card_tier,cashback_rate,credit_limit,cashback_amount,net_transaction,transaction_year,transaction_month,transaction_quarter,day_of_week,utilisation_flag,txn_size_bucket,is_weekend,is_approved,is_outlier
TXN0000948,CUST00314,2023-01-14 18:26:00,Travel,19417.41,Mumbai,Contactless,Approved,Infinite,0.02,1223939,388.35,19029.06,2023,1,1,Saturday,0,Large (15K-50K),1,1,1
TXN0000949,CUST00165,2024-12-10 00:41:00,Online Shopping,4778.58,Mumbai,Contactless,Approved,Classic,0.005,119514,23.89,4754.69,2024,12,4,Tuesday,0,Small (1K-5K),0,1,0
TXN0000950,CUST00459,2024-03-12 08:28:00,Online Shopping,4049.52,Jaipur,Online,Approved,Classic,0.005,102227,20.25,4029.27,2024,3,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0000951,CUST00534,2023-06-09 22:40:00,,8746.72,Mumbai,Online,Approved,Gold,0.01,206020,87.47,8659.25,2023,6,2,Friday,0,Medium (5K-15K),0,1,0
TXN0000952,CUST00154,2023-09-21 10:11:00,Dining,1426.91,Jaipur,Swipe,Approved,Gold,0.01,196832,14.27,1412.64,2023,9,3,Thursday,0,Small (1K-5K),0,1,0
TXN0000953,CUST00957,2024-01-06 14:13:00,,1553.34,Bengaluru,Swipe,Declined,Gold,0.01,160449,15.53,1537.81,2024,1,1,Saturday,0,Small (1K-5K),1,0,0
TXN0000954,CUST00748,2024-04-08 17:29:00,Dining,2163.68,Bengaluru,Online,Approved,Gold,0.01,260115,21.64,2142.04,2024,4,2,Monday,0,Small (1K-5K),0,1,0
TXN0000955,CUST00574,2024-12-12 08:30:00,Grocery,3003.48,Hyderabad,Contactless,Declined,Gold,0.01,163164,30.03,2973.45,2024,12,4,Thursday,0,Small (1K-5K),0,0,0
TXN0000956,CUST00482,2024-05-21 17:57:00,Grocery,1795.85,Chennai,Online,Approved,Gold,0.01,284066,17.96,1777.89,2024,5,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0000957,CUST00966,2024-07-03 08:00:00,Dining,1082.1,Pune,Swipe,Approved,Classic,0.005,138381,5.41,1076.69,2024,7,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0000958,CUST00689,2024-03-28 00:51:00,Travel,20682.42,Pune,Swipe,Approved,Platinum,0.015,546576,310.24,20372.18,2024,3,1,Thursday,0,Large (15K-50K),0,1,1
TXN0000959,CUST00495,2024-12-14 22:38:00,Entertainment,1196.91,Lucknow,Online,Approved,Gold,0.01,201651,11.97,1184.94,2024,12,4,Saturday,0,Small (1K-5K),1,1,0
TXN0000960,CUST00741,2023-10-07 13:20:00,Grocery,757.75,Jaipur,Online,Approved,Gold,0.01,262296,7.58,750.17,2023,10,4,Saturday,0,Micro (<1K),1,1,0
TXN0000961,CUST00722,2024-05-05 14:29:00,Fuel,2354.3,Mumbai,Swipe,Approved,Classic,0.005,90768,11.77,2342.53,2024,5,2,Sunday,0,Small (1K-5K),1,1,0
TXN0000962,CUST00116,2023-02-24 13:05:00,Electronics,26051.32,Jaipur,Online,Approved,Platinum,0.015,414987,390.77,25660.55,2023,2,1,Friday,0,Large (15K-50K),0,1,1
TXN0000963,CUST00438,2023-05-26 19:32:00,Dining,1628.45,Hyderabad,Contactless,Declined,Platinum,0.015,394036,24.43,1604.02,2023,5,2,Friday,0,Small (1K-5K),0,0,0
TXN0000964,CUST00601,2024-05-27 19:29:00,Travel,15222.76,Kolkata,Swipe,Approved,Classic,0.005,113517,76.11,15146.65,2024,5,2,Monday,0,Large (15K-50K),0,1,1
TXN0000965,CUST00341,2023-06-06 17:19:00,Dining,857.4,Pune,Swipe,Declined,Gold,0.01,169016,8.57,848.83,2023,6,2,Tuesday,0,Micro (<1K),0,0,0
TXN0000966,CUST00026,2023-06-08 12:33:00,Healthcare,4756.52,Jaipur,Swipe,Approved,Platinum,0.015,519949,71.35,4685.17,2023,6,2,Thursday,0,Small (1K-5K),0,1,0
TXN0000967,CUST00844,2023-03-04 19:08:00,Travel,6268.71,Delhi,Emi,Approved,Infinite,0.02,916950,125.37,6143.34,2023,3,1,Saturday,0,Medium (5K-15K),1,1,0
TXN0000968,CUST00787,2024-06-08 04:57:00,Grocery,2866.21,Delhi,Online,Approved,Gold,0.01,222422,28.66,2837.55,2024,6,2,Saturday,0,Small (1K-5K),1,1,0
TXN0000969,CUST00910,2024-02-15 21:46:00,Grocery,3421.2,Kolkata,Online,Approved,Classic,0.005,70517,17.11,3404.09,2024,2,1,Thursday,0,Small (1K-5K),0,1,0
TXN0000970,CUST00423,2023-03-14 22:41:00,Electronics,18888.34,Jaipur,Contactless,Approved,Classic,0.005,139399,94.44,18793.9,2023,3,1,Tuesday,0,Large (15K-50K),0,1,1
TXN0000971,CUST00788,2024-01-22 08:07:00,Online Shopping,1411.38,Chennai,Online,Approved,Classic,0.005,122848,7.06,1404.32,2024,1,1,Monday,0,Small (1K-5K),0,1,0
TXN0000972,CUST00620,2024-03-24 00:00:00,Dining,727.13,Kolkata,Swipe,Approved,Gold,0.01,206086,7.27,719.86,2024,3,1,Sunday,0,Micro (<1K),1,1,0
TXN0000973,CUST00437,2023-12-16 06:55:00,Fuel,3474.5,Ahmedabad,Online,Approved,Classic,0.005,53248,17.37,3457.13,2023,12,4,Saturday,0,Small (1K-5K),1,1,0
TXN0000974,CUST00113,2024-05-19 02:41:00,Healthcare,1963.72,Ahmedabad,Online,Approved,Platinum,0.015,524622,29.46,1934.26,2024,5,2,Sunday,0,Small (1K-5K),1,1,0
TXN0000975,CUST00775,2024-06-12 13:02:00,Online Shopping,6412.81,Hyderabad,Swipe,Approved,Platinum,0.015,498699,96.19,6316.62,2024,6,2,Wednesday,0,Medium (5K-15K),0,1,0
TXN0000976,CUST00007,2023-12-09 12:46:00,Entertainment,1582.86,Lucknow,Swipe,Approved,Classic,0.005,68289,7.91,1574.95,2023,12,4,Saturday,0,Small (1K-5K),1,1,0
TXN0000977,CUST00727,2024-02-12 17:32:00,Electronics,8963.63,Kolkata,Online,Approved,Classic,0.005,101990,44.82,8918.81,2024,2,1,Monday,0,Medium (5K-15K),0,1,0
TXN0000978,CUST00744,2023-01-11 06:04:00,Healthcare,2434.48,Mumbai,Contactless,Approved,Gold,0.01,168076,24.34,2410.14,2023,1,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0000979,CUST00886,2024-12-07 20:25:00,Online Shopping,8749.58,Hyderabad,Swipe,Reversed,Classic,0.005,104548,43.75,8705.83,2024,12,4,Saturday,0,Medium (5K-15K),1,0,0
TXN0000980,CUST00125,2024-01-23 09:30:00,Dining,4940.68,Chennai,Online,Approved,Classic,0.005,70969,24.7,4915.98,2024,1,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0000981,CUST00224,2024-08-14 11:40:00,Dining,1514.42,Lucknow,Emi,Approved,Classic,0.005,117391,7.57,1506.85,2024,8,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0000982,CUST00240,2023-03-07 04:29:00,,2036.35,Kolkata,Swipe,Approved,Classic,0.005,136374,10.18,2026.17,2023,3,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0000983,CUST00246,2024-08-19 16:12:00,Entertainment,353.19,Pune,Online,Approved,Platinum,0.015,328401,5.3,347.89,2024,8,3,Monday,0,Micro (<1K),0,1,0
TXN0000984,CUST00621,2023-05-07 05:48:00,Entertainment,345.06,Hyderabad,Online,Approved,Classic,0.005,58418,1.73,343.33,2023,5,2,Sunday,0,Micro (<1K),1,1,0
TXN0000985,CUST00508,2023-09-26 04:35:00,Grocery,1471.3,Bengaluru,Swipe,Declined,Platinum,0.015,471013,22.07,1449.23,2023,9,3,Tuesday,0,Small (1K-5K),0,0,0
TXN0000986,CUST00642,2024-12-02 11:15:00,Electronics,13994.97,Pune,Contactless,Approved,Classic,0.005,147978,69.97,13925.0,2024,12,4,Monday,0,Medium (5K-15K),0,1,1
TXN0000987,CUST00481,2024-01-18 21:43:00,Travel,11847.35,Lucknow,Contactless,Approved,Gold,0.01,264398,118.47,11728.88,2024,1,1,Thursday,0,Medium (5K-15K),0,1,1
TXN0000988,CUST00560,2023-10-04 02:53:00,Grocery,3328.16,Chennai,Contactless,Approved,Gold,0.01,279598,33.28,3294.88,2023,10,4,Wednesday,0,Small (1K-5K),0,1,0
TXN0000989,CUST00380,2024-02-13 00:05:00,Online Shopping,5052.19,Bengaluru,Swipe,Declined,Classic,0.005,144058,25.26,5026.93,2024,2,1,Tuesday,0,Medium (5K-15K),0,0,0
TXN0000990,CUST00267,2024-08-13 19:05:00,Grocery,3348.05,Hyderabad,Contactless,Approved,Gold,0.01,266164,33.48,3314.57,2024,8,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0000991,CUST00025,2024-09-23 17:43:00,Grocery,1763.26,Delhi,Online,Approved,Gold,0.01,292853,17.63,1745.63,2024,9,3,Monday,0,Small (1K-5K),0,1,0
TXN0000992,CUST00899,2023-09-25 17:01:00,Healthcare,3358.42,Jaipur,Swipe,Approved,Classic,0.005,149973,16.79,3341.63,2023,9,3,Monday,0,Small (1K-5K),0,1,0
TXN0000993,CUST00855,2024-06-18 14:00:00,Fuel,1908.72,Kolkata,Swipe,Approved,Classic,0.005,133606,9.54,1899.18,2024,6,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0000994,CUST00110,2024-12-20 03:30:00,Grocery,979.94,Lucknow,Emi,Approved,Classic,0.005,123579,4.9,975.04,2024,12,4,Friday,0,Micro (<1K),0,1,0
TXN0000995,CUST00549,2023-01-02 22:32:00,Healthcare,100.0,Bengaluru,Online,Approved,Gold,0.01,156402,1.0,99.0,2023,1,1,Monday,0,Micro (<1K),0,1,0
TXN0000996,CUST00225,2024-12-02 12:31:00,Electronics,11977.72,Ahmedabad,Contactless,Approved,Classic,0.005,81195,59.89,11917.83,2024,12,4,Monday,0,Medium (5K-15K),0,1,1
TXN0000997,CUST00458,2023-04-16 11:10:00,Grocery,100.0,Ahmedabad,Swipe,Approved,Gold,0.01,200627,1.0,99.0,2023,4,2,Sunday,0,Micro (<1K),1,1,0
TXN0000998,CUST00513,2023-02-10 15:29:00,Grocery,1140.55,Mumbai,Contactless,Approved,Platinum,0.015,400579,17.11,1123.44,2023,2,1,Friday,0,Small (1K-5K),0,1,0
TXN0000999,CUST00469,2024-10-26 03:46:00,Electronics,22906.53,Chennai,Swipe,Approved,Classic,0.005,93404,114.53,22792.0,2024,10,4,Saturday,0,Large (15K-50K),1,1,1
TXN0001000,CUST00714,2023-02-26 15:52:00,Dining,1962.15,Chennai,Swipe,Approved,Classic,0.005,141680,9.81,1952.34,2023,2,1,Sunday,0,Small (1K-5K),1,1,0
TXN0001001,CUST00648,2023-10-20 01:18:00,Online Shopping,4553.51,Bengaluru,Emi,Approved,Gold,0.01,207520,45.54,4507.97,2023,10,4,Friday,0,Small (1K-5K),0,1,0
TXN0001002,CUST00312,2023-08-20 07:27:00,Entertainment,2326.37,Delhi,Swipe,Approved,Classic,0.005,74356,11.63,2314.74,2023,8,3,Sunday,0,Small (1K-5K),1,1,0
TXN0001003,CUST00850,2024-07-15 18:23:00,Online Shopping,2678.81,Mumbai,Online,Reversed,Gold,0.01,161931,26.79,2652.02,2024,7,3,Monday,0,Small (1K-5K),0,0,0
TXN0001004,CUST00762,2024-03-29 19:24:00,Dining,2413.76,Hyderabad,Contactless,Approved,Classic,0.005,110931,12.07,2401.69,2024,3,1,Friday,0,Small (1K-5K),0,1,0
TXN0001005,CUST00057,2024-04-08 22:09:00,Online Shopping,2482.22,Lucknow,Contactless,Approved,Classic,0.005,142349,12.41,2469.81,2024,4,2,Monday,0,Small (1K-5K),0,1,0
TXN0001006,CUST00851,2024-10-25 09:26:00,Travel,13664.72,Delhi,Online,Approved,Classic,0.005,57146,68.32,13596.4,2024,10,4,Friday,0,Medium (5K-15K),0,1,1
TXN0001007,CUST00761,2023-03-27 21:03:00,Dining,1938.19,Chennai,Online,Approved,Classic,0.005,113372,9.69,1928.5,2023,3,1,Monday,0,Small (1K-5K),0,1,0
TXN0001008,CUST00033,2023-12-02 02:05:00,Grocery,2749.02,Lucknow,Online,Approved,Classic,0.005,105392,13.75,2735.27,2023,12,4,Saturday,0,Small (1K-5K),1,1,0
TXN0001009,CUST00666,2023-02-05 18:59:00,,2035.95,Delhi,Swipe,Approved,Classic,0.005,127580,10.18,2025.77,2023,2,1,Sunday,0,Small (1K-5K),1,1,0
TXN0001010,CUST00497,2023-01-01 01:43:00,Fuel,2455.46,Mumbai,Swipe,Approved,Gold,0.01,263062,24.55,2430.91,2023,1,1,Sunday,0,Small (1K-5K),1,1,0
TXN0001011,CUST00362,2024-04-25 01:52:00,Travel,14385.04,Lucknow,Online,Approved,Gold,0.01,229303,143.85,14241.19,2024,4,2,Thursday,0,Medium (5K-15K),0,1,1
TXN0001012,CUST00654,2023-04-19 15:35:00,Dining,512.41,Lucknow,Online,Approved,Gold,0.01,238114,5.12,507.29,2023,4,2,Wednesday,0,Micro (<1K),0,1,0
TXN0001013,CUST00869,2024-01-06 00:46:00,Healthcare,5196.99,Lucknow,Swipe,Approved,Platinum,0.015,550467,77.95,5119.04,2024,1,1,Saturday,0,Medium (5K-15K),1,1,0
TXN0001014,CUST00469,2023-06-30 00:23:00,Dining,687.68,Lucknow,Swipe,Declined,Classic,0.005,93404,3.44,684.24,2023,6,2,Friday,0,Micro (<1K),0,0,0
TXN0001015,CUST00241,2023-02-19 04:22:00,Electronics,10103.84,Jaipur,Online,Approved,Platinum,0.015,525994,151.56,9952.28,2023,2,1,Sunday,0,Medium (5K-15K),1,1,1
TXN0001016,CUST00806,2024-11-12 09:36:00,Dining,2017.77,Delhi,Online,Approved,Gold,0.01,213780,20.18,1997.59,2024,11,4,Tuesday,0,Small (1K-5K),0,1,0
TXN0001017,CUST00888,2024-04-29 05:43:00,Entertainment,1918.54,Lucknow,Online,Approved,Classic,0.005,118494,9.59,1908.95,2024,4,2,Monday,0,Small (1K-5K),0,1,0
TXN0001018,CUST00136,2024-10-03 07:45:00,Entertainment,1654.02,Hyderabad,Swipe,Approved,Classic,0.005,51504,8.27,1645.75,2024,10,4,Thursday,0,Small (1K-5K),0,1,0
TXN0001019,CUST00723,2024-11-30 19:11:00,Travel,13953.36,Bengaluru,Contactless,Declined,Classic,0.005,64168,69.77,13883.59,2024,11,4,Saturday,0,Medium (5K-15K),1,0,1
TXN0001020,CUST00568,2023-02-03 02:00:00,Dining,776.98,Mumbai,Contactless,Approved,Classic,0.005,63970,3.88,773.1,2023,2,1,Friday,0,Micro (<1K),0,1,0
TXN0001021,CUST00049,2024-11-21 05:39:00,Dining,1328.69,Ahmedabad,Swipe,Approved,Gold,0.01,290568,13.29,1315.4,2024,11,4,Thursday,0,Small (1K-5K),0,1,0
TXN0001022,CUST00985,2024-04-26 11:57:00,Entertainment,100.0,Delhi,Swipe,Approved,Gold,0.01,237374,1.0,99.0,2024,4,2,Friday,0,Micro (<1K),0,1,0
TXN0001023,CUST00402,2024-10-01 19:30:00,Dining,973.09,Ahmedabad,Contactless,Approved,Platinum,0.015,524231,14.6,958.49,2024,10,4,Tuesday,0,Micro (<1K),0,1,0
TXN0001024,CUST00872,2023-10-03 20:29:00,Grocery,890.06,Mumbai,Emi,Approved,Classic,0.005,102521,4.45,885.61,2023,10,4,Tuesday,0,Micro (<1K),0,1,0
TXN0001025,CUST00439,2024-11-21 22:41:00,,2515.99,Pune,Swipe,Approved,Gold,0.01,237080,25.16,2490.83,2024,11,4,Thursday,0,Small (1K-5K),0,1,0
TXN0001026,CUST00821,2024-11-10 10:40:00,Travel,26136.77,Hyderabad,Swipe,Approved,Platinum,0.015,420868,392.05,25744.72,2024,11,4,Sunday,0,Large (15K-50K),1,1,1
TXN0001027,CUST00863,2023-08-24 19:27:00,Travel,16560.72,Bengaluru,Swipe,Approved,Gold,0.01,275492,165.61,16395.11,2023,8,3,Thursday,0,Large (15K-50K),0,1,1
TXN0001028,CUST00461,2023-11-26 19:55:00,Entertainment,100.0,Mumbai,Online,Approved,Classic,0.005,86517,0.5,99.5,2023,11,4,Sunday,0,Micro (<1K),1,1,0
TXN0001029,CUST00094,2024-04-07 23:19:00,Dining,434.13,Lucknow,Emi,Approved,Gold,0.01,255162,4.34,429.79,2024,4,2,Sunday,0,Micro (<1K),1,1,0
TXN0001030,CUST00361,2023-09-18 05:22:00,Dining,631.05,Mumbai,Contactless,Approved,Classic,0.005,142214,3.16,627.89,2023,9,3,Monday,0,Micro (<1K),0,1,0
TXN0001031,CUST00425,2023-06-04 12:42:00,Entertainment,271.38,Kolkata,Online,Approved,Classic,0.005,137416,1.36,270.02,2023,6,2,Sunday,0,Micro (<1K),1,1,0
TXN0001032,CUST00207,2024-11-25 21:39:00,Entertainment,1302.27,Pune,Contactless,Approved,Classic,0.005,58392,6.51,1295.76,2024,11,4,Monday,0,Small (1K-5K),0,1,0
TXN0001033,CUST00665,2023-09-22 21:41:00,Dining,2005.88,Bengaluru,Swipe,Approved,Classic,0.005,101645,10.03,1995.85,2023,9,3,Friday,0,Small (1K-5K),0,1,0
TXN0001034,CUST00387,2023-06-19 01:18:00,Travel,4242.11,Delhi,Online,Approved,Classic,0.005,56658,21.21,4220.9,2023,6,2,Monday,0,Small (1K-5K),0,1,0
TXN0001035,CUST00153,2023-03-27 12:18:00,Dining,1599.26,Lucknow,Online,Approved,Classic,0.005,149871,8.0,1591.26,2023,3,1,Monday,0,Small (1K-5K),0,1,0
TXN0001036,CUST00210,2023-04-26 11:49:00,Online Shopping,5050.53,Bengaluru,Swipe,Approved,Classic,0.005,127110,25.25,5025.28,2023,4,2,Wednesday,0,Medium (5K-15K),0,1,0
TXN0001037,CUST00505,2023-08-05 14:18:00,Grocery,3338.77,Ahmedabad,Swipe,Reversed,Gold,0.01,282939,33.39,3305.38,2023,8,3,Saturday,0,Small (1K-5K),1,0,0
TXN0001038,CUST00501,2023-02-10 21:54:00,Online Shopping,4890.26,Kolkata,Online,Approved,Gold,0.01,232291,48.9,4841.36,2023,2,1,Friday,0,Small (1K-5K),0,1,0
TXN0001039,CUST00349,2024-01-11 02:57:00,Fuel,2464.32,Kolkata,Contactless,Approved,Classic,0.005,77938,12.32,2452.0,2024,1,1,Thursday,0,Small (1K-5K),0,1,0
TXN0001040,CUST00651,2023-07-12 07:29:00,Electronics,17663.3,Chennai,Online,Approved,Classic,0.005,113654,88.32,17574.98,2023,7,3,Wednesday,0,Large (15K-50K),0,1,1
TXN0001041,CUST00861,2024-09-19 07:55:00,Grocery,1282.96,Lucknow,Swipe,Approved,Platinum,0.015,449075,19.24,1263.72,2024,9,3,Thursday,0,Small (1K-5K),0,1,0
TXN0001042,CUST00977,2024-03-30 13:50:00,Travel,7226.92,Bengaluru,Swipe,Approved,Gold,0.01,197576,72.27,7154.65,2024,3,1,Saturday,0,Medium (5K-15K),1,1,0
TXN0001043,CUST00014,2024-02-09 23:36:00,Travel,4063.22,Mumbai,Swipe,Approved,Classic,0.005,53905,20.32,4042.9,2024,2,1,Friday,0,Small (1K-5K),0,1,0
TXN0001044,CUST00010,2024-12-04 19:28:00,,4298.43,Mumbai,Swipe,Approved,Gold,0.01,172790,42.98,4255.45,2024,12,4,Wednesday,0,Small (1K-5K),0,1,0
TXN0001045,CUST00980,2024-01-24 17:07:00,Healthcare,561.52,Pune,Online,Approved,Gold,0.01,278902,5.62,555.9,2024,1,1,Wednesday,0,Micro (<1K),0,1,0
TXN0001046,CUST00373,2024-11-23 12:49:00,Online Shopping,6880.22,Hyderabad,Swipe,Approved,Classic,0.005,147310,34.4,6845.82,2024,11,4,Saturday,0,Medium (5K-15K),1,1,0
TXN0001047,CUST00775,2023-01-05 16:20:00,Electronics,4864.55,Kolkata,Contactless,Approved,Platinum,0.015,498699,72.97,4791.58,2023,1,1,Thursday,0,Small (1K-5K),0,1,0
TXN0001048,CUST00063,2023-12-18 15:49:00,Fuel,2813.95,Lucknow,Contactless,Approved,Platinum,0.015,341833,42.21,2771.74,2023,12,4,Monday,0,Small (1K-5K),0,1,0
TXN0001049,CUST00440,2023-04-01 14:19:00,Grocery,3666.55,Lucknow,Online,Approved,Classic,0.005,103964,18.33,3648.22,2023,4,2,Saturday,0,Small (1K-5K),1,1,0
TXN0001050,CUST00702,2024-09-05 21:02:00,Travel,18911.91,Lucknow,Online,Approved,Classic,0.005,76130,94.56,18817.35,2024,9,3,Thursday,0,Large (15K-50K),0,1,1
TXN0001051,CUST00949,2024-01-07 16:19:00,Grocery,1250.24,Mumbai,Swipe,Approved,Platinum,0.015,511030,18.75,1231.49,2024,1,1,Sunday,0,Small (1K-5K),1,1,0
TXN0001052,CUST00415,2024-09-22 23:25:00,Healthcare,3828.56,Pune,Online,Approved,Gold,0.01,262666,38.29,3790.27,2024,9,3,Sunday,0,Small (1K-5K),1,1,0
TXN0001053,CUST00756,2024-06-12 16:05:00,Online Shopping,2998.39,Kolkata,Contactless,Approved,Platinum,0.015,528320,44.98,2953.41,2024,6,2,Wednesday,0,Small (1K-5K),0,1,0
TXN0001054,CUST00842,2023-10-09 08:37:00,Healthcare,1726.78,Mumbai,Online,Approved,Gold,0.01,244602,17.27,1709.51,2023,10,4,Monday,0,Small (1K-5K),0,1,0
TXN0001055,CUST00565,2024-09-18 01:32:00,Grocery,2552.63,Delhi,Swipe,Approved,Classic,0.005,140128,12.76,2539.87,2024,9,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0001056,CUST00267,2023-03-01 06:52:00,Dining,2532.5,Jaipur,Contactless,Approved,Gold,0.01,266164,25.32,2507.18,2023,3,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0001057,CUST00345,2023-12-12 16:25:00,Electronics,12643.65,Jaipur,Online,Approved,Classic,0.005,123792,63.22,12580.43,2023,12,4,Tuesday,0,Medium (5K-15K),0,1,1
TXN0001058,CUST00160,2023-06-25 09:47:00,Travel,13975.03,Pune,Online,Approved,Gold,0.01,202143,139.75,13835.28,2023,6,2,Sunday,0,Medium (5K-15K),1,1,1
TXN0001059,CUST00587,2023-02-16 21:22:00,Entertainment,864.58,Hyderabad,Online,Approved,Classic,0.005,144276,4.32,860.26,2023,2,1,Thursday,0,Micro (<1K),0,1,0
TXN0001060,CUST00921,2024-03-30 08:16:00,Entertainment,769.73,Kolkata,Swipe,Approved,Platinum,0.015,448225,11.55,758.18,2024,3,1,Saturday,0,Micro (<1K),1,1,0
TXN0001061,CUST00961,2023-12-05 00:36:00,Healthcare,2851.19,Chennai,Online,Approved,Classic,0.005,129129,14.26,2836.93,2023,12,4,Tuesday,0,Small (1K-5K),0,1,0
TXN0001062,CUST00192,2024-09-24 18:35:00,Dining,1561.97,Bengaluru,Online,Approved,Platinum,0.015,521846,23.43,1538.54,2024,9,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0001063,CUST00428,2024-03-23 06:11:00,Dining,2401.0,Hyderabad,Emi,Approved,Platinum,0.015,593540,36.02,2364.98,2024,3,1,Saturday,0,Small (1K-5K),1,1,0
TXN0001064,CUST00699,2023-09-22 11:48:00,Grocery,998.17,Delhi,Swipe,Approved,Classic,0.005,148858,4.99,993.18,2023,9,3,Friday,0,Micro (<1K),0,1,0
TXN0001065,CUST00091,2023-09-07 10:09:00,Dining,3742.77,Pune,Online,Approved,Classic,0.005,80021,18.71,3724.06,2023,9,3,Thursday,0,Small (1K-5K),0,1,0
TXN0001066,CUST00759,2024-03-27 23:37:00,Travel,1246.4,Bengaluru,Emi,Approved,Platinum,0.015,441600,18.7,1227.7,2024,3,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0001067,CUST00142,2023-04-22 03:57:00,Healthcare,3956.13,Kolkata,Swipe,Approved,Classic,0.005,134012,19.78,3936.35,2023,4,2,Saturday,0,Small (1K-5K),1,1,0
TXN0001068,CUST00792,2023-04-30 02:44:00,Healthcare,2929.85,Hyderabad,Contactless,Approved,Gold,0.01,172442,29.3,2900.55,2023,4,2,Sunday,0,Small (1K-5K),1,1,0
TXN0001069,CUST00325,2023-02-28 22:33:00,Grocery,1721.99,Ahmedabad,Swipe,Approved,Infinite,0.02,1212024,34.44,1687.55,2023,2,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0001070,CUST00076,2024-01-16 22:55:00,Dining,1642.38,Mumbai,Swipe,Approved,Gold,0.01,219986,16.42,1625.96,2024,1,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0001071,CUST00765,2023-03-14 17:16:00,Grocery,3306.6,Jaipur,Online,Approved,Classic,0.005,92245,16.53,3290.07,2023,3,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0001072,CUST00272,2024-02-25 21:27:00,Grocery,3493.02,Bengaluru,Contactless,Approved,Platinum,0.015,307737,52.4,3440.62,2024,2,1,Sunday,0,Small (1K-5K),1,1,0
TXN0001073,CUST00585,2024-06-07 19:35:00,Entertainment,1347.71,Bengaluru,Swipe,Approved,Gold,0.01,266017,13.48,1334.23,2024,6,2,Friday,0,Small (1K-5K),0,1,0
TXN0001074,CUST00276,2024-11-15 23:20:00,Grocery,2898.15,Chennai,Online,Approved,Gold,0.01,256539,28.98,2869.17,2024,11,4,Friday,0,Small (1K-5K),0,1,0
TXN0001075,CUST00249,2024-09-02 07:52:00,Travel,4018.25,Lucknow,Swipe,Approved,Infinite,0.02,1277568,80.36,3937.89,2024,9,3,Monday,0,Small (1K-5K),0,1,0
TXN0001076,CUST00623,2023-06-19 02:15:00,Grocery,2278.88,Mumbai,Swipe,Approved,Classic,0.005,103424,11.39,2267.49,2023,6,2,Monday,0,Small (1K-5K),0,1,0
TXN0001077,CUST00125,2024-01-01 18:26:00,Entertainment,1776.06,Bengaluru,Online,Approved,Classic,0.005,70969,8.88,1767.18,2024,1,1,Monday,0,Small (1K-5K),0,1,0
TXN0001078,CUST00541,2023-05-01 16:42:00,Electronics,100.0,Hyderabad,Online,Approved,Infinite,0.02,1140490,2.0,98.0,2023,5,2,Monday,0,Micro (<1K),0,1,0
TXN0001079,CUST00517,2023-08-03 01:52:00,Dining,1872.82,Delhi,Swipe,Approved,Classic,0.005,138777,9.36,1863.46,2023,8,3,Thursday,0,Small (1K-5K),0,1,0
TXN0001080,CUST00654,2024-11-05 14:46:00,Electronics,16486.15,Pune,Online,Approved,Gold,0.01,238114,164.86,16321.29,2024,11,4,Tuesday,0,Large (15K-50K),0,1,1
TXN0001081,CUST00320,2024-12-12 06:41:00,Fuel,3215.85,Lucknow,Contactless,Approved,Classic,0.005,82271,16.08,3199.77,2024,12,4,Thursday,0,Small (1K-5K),0,1,0
TXN0001082,CUST00690,2023-10-09 22:59:00,Online Shopping,4917.79,Hyderabad,Swipe,Approved,Classic,0.005,52540,24.59,4893.2,2023,10,4,Monday,0,Small (1K-5K),0,1,0
TXN0001083,CUST00382,2024-06-28 00:56:00,Dining,2231.85,Mumbai,Online,Approved,Gold,0.01,203371,22.32,2209.53,2024,6,2,Friday,0,Small (1K-5K),0,1,0
TXN0001084,CUST00186,2023-02-10 04:09:00,Online Shopping,3821.22,Bengaluru,Swipe,Approved,Gold,0.01,274592,38.21,3783.01,2023,2,1,Friday,0,Small (1K-5K),0,1,0
TXN0001085,CUST00515,2024-11-03 13:16:00,Online Shopping,6080.12,Kolkata,Online,Approved,Classic,0.005,137153,30.4,6049.72,2024,11,4,Sunday,0,Medium (5K-15K),1,1,0
TXN0001086,CUST00870,2023-06-08 11:39:00,Online Shopping,5905.72,Bengaluru,Contactless,Approved,Platinum,0.015,359814,88.59,5817.13,2023,6,2,Thursday,0,Medium (5K-15K),0,1,0
TXN0001087,CUST00540,2024-05-22 21:59:00,Healthcare,886.78,Pune,Emi,Declined,Classic,0.005,87196,4.43,882.35,2024,5,2,Wednesday,0,Micro (<1K),0,0,0
